ID,agency_id,State,agency_name,NSN,Item Name,Quantity,UI,Acquisition Value,acquisition_total,DEMIL Code,DEMIL IC,Ship Date,total_sworn,acq_per_sworn
1604,224,NC,HAMLET POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,20,6.9
1605,224,NC,HAMLET POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,20,6.9
1606,224,NC,HAMLET POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,20,6.9
1643,231,NC,HAYWOOD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,52,2.653846154
1644,231,NC,HAYWOOD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,52,2.653846154
1645,231,NC,HAYWOOD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,52,2.653846154
1646,231,NC,HAYWOOD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,52,2.653846154
1647,231,NC,HAYWOOD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,52,2.653846154
1698,240,NC,HILLSBOROUGH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,26,5.307692308
1699,240,NC,HILLSBOROUGH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,26,5.307692308
1700,240,NC,HILLSBOROUGH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,26,5.307692308
1702,242,NC,HOKE COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,59,2.338983051
1703,242,NC,HOKE COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,59,2.338983051
1785,254,NC,JACKSON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,48,2.875
1801,255,NC,JACKSONVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,122,1.131147541
1802,255,NC,JACKSONVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,122,1.131147541
1803,255,NC,JACKSONVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,122,1.131147541
1804,255,NC,JACKSONVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,122,1.131147541
1834,268,NC,KERNERSVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
1835,268,NC,KERNERSVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
1836,268,NC,KERNERSVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
1846,271,NC,KING POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,18,7.666666667
1847,271,NC,KING POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,18,7.666666667
1848,271,NC,KING POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,18,7.666666667
1849,271,NC,KING POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,18,7.666666667
1896,275,NC,KITTY HAWK POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,15,9.2
1897,275,NC,KITTY HAWK POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,15,9.2
1898,275,NC,KITTY HAWK POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,15,9.2
1899,275,NC,KITTY HAWK POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,15,9.2
1989,296,NC,LIBERTY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,10,13.8
1990,296,NC,LIBERTY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,10,13.8
1991,296,NC,LIBERTY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,10,13.8
1992,296,NC,LIBERTY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,10,13.8
18,8,NC,ANDREWS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,5,27.6
2007,303,NC,LONG VIEW POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,17,8.117647059
2008,303,NC,LONG VIEW POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,17,8.117647059
2009,303,NC,LONG VIEW POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,17,8.117647059
2053,309,NC,MACON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,50,2.76
2054,309,NC,MACON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,50,2.76
2055,309,NC,MACON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,50,2.76
2056,309,NC,MACON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,50,2.76
2057,309,NC,MACON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,50,2.76
2058,309,NC,MACON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,50,2.76
2064,310,NC,MADISON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,13,10.61538462
2065,310,NC,MADISON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,13,10.61538462
2066,310,NC,MADISON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,13,10.61538462
2067,310,NC,MADISON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,13,10.61538462
2068,310,NC,MADISON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,13,10.61538462
2069,310,NC,MADISON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,13,10.61538462
19,8,NC,ANDREWS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,5,27.6
20,8,NC,ANDREWS POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,5,27.6
1386,188,NC,FOXFIRE VILLAGE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,2,69
2104,324,NC,MAYODAN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,12,11.5
2105,324,NC,MAYODAN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,12,11.5
1388,188,NC,FOXFIRE VILLAGE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,2,69
1531,205,NC,GLEN ALPINE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,3,46
1532,205,NC,GLEN ALPINE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,3,46
2083,318,NC,MARS HILL POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,5,27.6
2473,380,NC,NORLINA POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,4,34.5
2474,380,NC,NORLINA POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,4,34.5
2475,380,NC,NORLINA POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,4,34.5
2208,347,NC,MOORESVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,73,1.890410959
2286,360,NC,MURPHY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,7,19.71428571
2287,360,NC,MURPHY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,7,19.71428571
2288,360,NC,MURPHY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,7,19.71428571
3295,562,NC,WARRENTON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,4,34.5
2387,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2388,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2397,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2398,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2399,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2400,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2401,373,NC,NEW BERN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,76,1.815789474
2418,374,NC,NEW HANOVER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,337,0.409495549
2421,374,NC,NEW HANOVER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,337,0.409495549
3297,562,NC,WARRENTON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,4,34.5
2560,400,NC,PASQUOTANK COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,42,3.285714286
2563,402,NC,PENDER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
2564,402,NC,PENDER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
2565,402,NC,PENDER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
2566,402,NC,PENDER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
2567,402,NC,PENDER COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,63,2.19047619
2578,404,NC,PERSON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,46,3
2579,404,NC,PERSON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,46,3
2580,404,NC,PERSON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,46,3
2581,404,NC,PERSON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,46,3
2681,420,NC,PITTSBORO POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,12,11.5
2835,447,NC,ROBESON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,133,1.037593985
2836,447,NC,ROBESON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,133,1.037593985
2837,447,NC,ROBESON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,133,1.037593985
2838,447,NC,ROBESON COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,133,1.037593985
2905,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2906,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2907,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2908,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2909,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2910,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2911,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2912,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2913,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2914,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2915,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
2916,461,NC,RUTHERFORD COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
3057,503,NC,STATESVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
3058,503,NC,STATESVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
3059,503,NC,STATESVILLE POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,77,1.792207792
3161,541,NC,UNION COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,187,0.737967914
3162,541,NC,UNION COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,187,0.737967914
3163,541,NC,UNION COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,187,0.737967914
3164,541,NC,UNION COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,187,0.737967914
3165,541,NC,UNION COUNTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,138,D,1,8/7/1993,187,0.737967914
